,business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,Neighborhoods,Police Districts,Supervisor Districts,Fire Prevention Districts,Zip Codes,Analysis Neighborhoods
14874,39113,Green Papaya Restaurant,825 MISSION St,San Francisco,CA,94103,37.783827,-122.405051,"{'longitude': '-122.405051', 'latitude': '37.783827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155494237.0,39113_20160627,2016-06-27T00:00:00.000,90.0,Routine - Unscheduled,39113_20160627_103120,Moderate risk food holding temperature,Moderate Risk,34.0,2.0,9.0,12.0,28853.0,34.0
14876,33851,Thee Parkside,1600 17th St,San Francisco,CA,94107,37.764987,-122.399872,"{'longitude': '-122.399872', 'latitude': '37.764987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155251330.0,33851_20161018,2016-10-18T00:00:00.000,85.0,Routine - Unscheduled,33851_20161018_103114,High risk vermin infestation,High Risk,20.0,3.0,8.0,14.0,28856.0,4.0
14881,3065,CHA-AM RESTAURANT,701 FOLSOM St,San Francisco,CA,94107,37.783738,-122.398918,"{'longitude': '-122.398918', 'latitude': '37.783738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155549710.0,3065_20171019,2017-10-19T00:00:00.000,85.0,Routine - Unscheduled,3065_20171019_103154,Unclean or degraded floors walls or ceilings,Low Risk,34.0,2.0,9.0,6.0,28856.0,34.0
14884,63619,Subway Sandwiches,77 Van Ness Ave #100,San Francisco,CA,94102,37.776133,-122.419484,"{'longitude': '-122.419484', 'latitude': '37.776133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155981866.0,63619_20180731,2018-07-31T00:00:00.000,89.0,Routine - Unscheduled,63619_20180731_103103,High risk food holding temperature,High Risk,36.0,9.0,9.0,7.0,28852.0,36.0
14885,2002,PANDA EXPRESS,3251 20th Ave 250H,San Francisco,CA,94132,37.728497,-122.475639,"{'longitude': '-122.475639', 'latitude': '37.728497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155731403.0,2002_20170510,2017-05-10T00:00:00.000,90.0,Routine - Unscheduled,2002_20170510_103129,Insufficient hot water or running water,Moderate Risk,14.0,8.0,4.0,1.0,64.0,16.0
14892,2758,OSTERIA,3277 SACRAMENTO St,San Francisco,CA,94115,37.788183,-122.446757,"{'longitude': '-122.446757', 'latitude': '37.788183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155775030.0,2758_20190508,2019-05-08T00:00:00.000,90.0,Routine - Unscheduled,2758_20190508_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,31.0,6.0,1.0,13.0,29490.0,31.0
14893,856,DELFINA RESTAURANT,3621 18th St,San Francisco,CA,94110,37.761514,-122.424318,"{'longitude': '-122.424318', 'latitude': '37.761514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155554094.0,856_20160707,2016-07-07T00:00:00.000,94.0,Routine - Unscheduled,856_20160707_103142,Unclean nonfood contact surfaces,Low Risk,19.0,4.0,5.0,2.0,28859.0,20.0
14895,615,J & A RESTAURANT,5712 MISSION St,San Francisco,CA,94112,37.709857,-122.449709,"{'longitude': '-122.449709', 'latitude': '37.709857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155336688.0,615_20170608,2017-06-08T00:00:00.000,86.0,Routine - Unscheduled,615_20170608_103131,Moderate risk vermin infestation,Moderate Risk,25.0,7.0,6.0,9.0,28861.0,28.0
14902,2360,LA TAQUERIA,2889 MISSION St,San Francisco,CA,94110,37.750855,-122.418286,"{'longitude': '-122.418286', 'latitude': '37.750855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155287117.0,2360_20160829,2016-08-29T00:00:00.000,94.0,Routine - Unscheduled,2360_20160829_103142,Unclean nonfood contact surfaces,Low Risk,19.0,4.0,7.0,2.0,28859.0,20.0
14909,6025,KIMOCHI INC,1840 SUTTER St 208,San Francisco,CA,94115,37.786428,-122.430883,"{'longitude': '-122.430883', 'latitude': '37.786428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155932294.0,6025_20161128,2016-11-28T00:00:00.000,90.0,Routine - Unscheduled,6025_20161128_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,27.0,9.0,11.0,13.0,29490.0,30.0
14937,61915,La Loma Produce Nos. 3 & 9 Inc,5652 MISSION St,San Francisco,CA,94112,37.710685,-122.447907,"{'longitude': '-122.447907', 'latitude': '37.710685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155589254.0,61915_20161103,2016-11-03T00:00:00.000,80.0,Routine - Unscheduled,61915_20161103_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,25.0,7.0,6.0,9.0,28861.0,28.0
14946,31568,Taqueria El Sol #2,595 Geary St,San Francisco,CA,94102,37.786709,-122.413068,"{'longitude': '-122.413068', 'latitude': '37.786709', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155440405.0,31568_20170202,2017-02-02T00:00:00.000,90.0,Routine - Unscheduled,31568_20170202_103154,Unclean or degraded floors walls or ceilings,Low Risk,36.0,1.0,9.0,5.0,28852.0,36.0
14965,63992,Thai Cottage Restaurant,4041 JUDAH St,San Francisco,CA,94122,37.760413,-122.50555,"{'longitude': '-122.50555', 'latitude': '37.760413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155670820.0,63992_20180718,2018-07-18T00:00:00.000,81.0,Routine - Unscheduled,63992_20180718_103114,High risk vermin infestation,High Risk,35.0,8.0,3.0,1.0,56.0,35.0
14972,2358,TAQUERIA SAN JOSE #1,2830 MISSION St,San Francisco,CA,94110,37.751687,-122.418455,"{'longitude': '-122.418455', 'latitude': '37.751687', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155280203.0,2358_20170711,2017-07-11T00:00:00.000,81.0,Routine - Unscheduled,2358_20170711_103148,No thermometers or uncalibrated thermometers,Low Risk,19.0,4.0,7.0,2.0,28859.0,20.0
14983,68258,A&M LIQUOR,1600 SUTTER ST,San Francisco,CA,94109,37.786928,-122.426964,"{'longitude': '-122.426964', 'latitude': '37.786928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155932153.0,68258_20161026,2016-10-26T00:00:00.000,96.0,Routine - Unscheduled,68258_20161026_103120,Moderate risk food holding temperature,Moderate Risk,27.0,9.0,11.0,13.0,28858.0,30.0
14990,7757,CAKE GALLERY,290 09th St,San Francisco,CA,94103,37.768357,-122.419792,"{'longitude': '-122.419792', 'latitude': '37.768357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155560552.0,7757_20180213,2018-02-13T00:00:00.000,93.0,Routine - Unscheduled,7757_20180213_103114,High risk vermin infestation,High Risk,19.0,4.0,7.0,8.0,28853.0,20.0
15003,999,SERRANO'S PIZZA II,3274 21st St,San Francisco,CA,94110,37.756997,-122.420534,"{'longitude': '-122.420534', 'latitude': '37.756997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155691615.0,999_20180123,2018-01-23T00:00:00.000,80.0,Routine - Unscheduled,999_20180123_103118,Employee eating or smoking,Moderate Risk,19.0,4.0,7.0,2.0,28859.0,20.0
15009,68442,Sauce Belden,56 Belden Pl,San Francisco,CA,94104,37.791458,-122.403787,"{'longitude': '-122.403787', 'latitude': '37.791458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155251423.0,68442_20160804,2016-08-04T00:00:00.000,78.0,Routine - Unscheduled,68442_20160804_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,6.0,1.0,10.0,4.0,28854.0,8.0
15010,70516,Shabu House,2608 Ocean Ave,San Francisco,CA,94132,37.731746,-122.473318,"{'longitude': '-122.473318', 'latitude': '37.731746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155588800.0,70516_20180227,2018-02-27T00:00:00.000,94.0,Routine - Unscheduled,70516_20180227_103144,Unapproved or unmaintained equipment or utensils,Low Risk,40.0,8.0,4.0,1.0,64.0,41.0
15014,5807,SHERIDAN ELEMENTARY SCHOOL,431 CAPITOL Ave,San Francisco,CA,94112,37.714304,-122.459115,"{'longitude': '-122.459115', 'latitude': '37.714304', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155464743.0,5807_20160901,2016-09-01T00:00:00.000,98.0,Routine - Unscheduled,5807_20160901_103156,Permit license or inspection report not posted,Low Risk,24.0,8.0,6.0,9.0,28861.0,24.0
15035,3665,Tower Carwash,1601 Mission St,San Francisco,CA,94102,37.772025,-122.419112,"{'longitude': '-122.419112', 'latitude': '37.772025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155559274.0,3665_20160802,2016-08-02T00:00:00.000,78.0,Routine - Unscheduled,3665_20160802_103133,Foods not protected from contamination,Moderate Risk,19.0,2.0,9.0,8.0,28853.0,20.0
15043,3309,ALBORZ,1245 VAN NESS Ave,San Francisco,CA,94109,37.787375,-122.421844,"{'longitude': '-122.421844', 'latitude': '37.787375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155444321.0,3309_20190305,2019-03-05T00:00:00.000,81.0,Routine - Unscheduled,3309_20190305_103102,Unclean hands or improper use of gloves,High Risk,41.0,9.0,1.0,13.0,28858.0,39.0
15046,1243,JAVA SUPREME,0703 GUERRERO St,San Francisco,CA,94110,37.759934,-122.423553,"{'longitude': '-122.423553', 'latitude': '37.759934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155201832.0,1243_20171012,2017-10-12T00:00:00.000,87.0,Routine - Unscheduled,1243_20171012_103114,High risk vermin infestation,High Risk,19.0,4.0,5.0,2.0,28859.0,20.0
15047,4475,Spot Light Market,298 Guerrero St,San Francisco,CA,94103,37.766424,-122.424311,"{'longitude': '-122.424311', 'latitude': '37.766424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155862778.0,4475_20180308,2018-03-08T00:00:00.000,96.0,Routine - Unscheduled,4475_20180308_103161,Low risk vermin infestation,Low Risk,19.0,4.0,5.0,8.0,28853.0,20.0
15054,1426,SWEET DELIGHT BAKERY,4476A MISSION,San Francisco,CA,94112,37.726117,-122.433817,"{'longitude': '-122.433817', 'latitude': '37.726117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155336786.0,1426_20171129,2017-11-29T00:00:00.000,71.0,Routine - Unscheduled,1426_20171129_103154,Unclean or degraded floors walls or ceilings,Low Risk,25.0,7.0,6.0,9.0,28861.0,28.0
15062,3895,Cable Car Restaurant,1040 Columbus Ave,San Francisco,CA,94133,37.803984,-122.415453,"{'longitude': '-122.415453', 'latitude': '37.803984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155744455.0,3895_20160729,2016-07-29T00:00:00.000,78.0,Routine - Unscheduled,3895_20160729_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,23.0,1.0,10.0,5.0,308.0,23.0
15063,10332,Harvest Urban Market,191 08th St,San Francisco,CA,94103,37.776384,-122.411684,"{'longitude': '-122.411684', 'latitude': '37.776384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155620805.0,10332_20160726,2016-07-26T00:00:00.000,77.0,Routine - Unscheduled,10332_20160726_103133,Foods not protected from contamination,Moderate Risk,34.0,2.0,9.0,8.0,28853.0,34.0
15064,4864,DRAGON CITY BAKERY & CAFE,2367 MISSION St,San Francisco,CA,94110,37.759174,-122.419066,"{'longitude': '-122.419066', 'latitude': '37.759174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155829718.0,4864_20180614,2018-06-14T00:00:00.000,83.0,Routine - Unscheduled,4864_20180614_103121,Inadequate procedures or records for time as a public health control,Moderate Risk,19.0,4.0,7.0,2.0,28859.0,20.0
15065,1354,SUSHI TIME,2275 MARKET St,San Francisco,CA,94114,37.764697,-122.432322,"{'longitude': '-122.432322', 'latitude': '37.764697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155552280.0,1354_20180420,2018-04-20T00:00:00.000,86.0,Routine - Unscheduled,1354_20180420_103154,Unclean or degraded floors walls or ceilings,Low Risk,3.0,4.0,5.0,15.0,28862.0,5.0
15069,69217,Orexi Inc.,243 WEST PORTAL Ave,San Francisco,CA,94127,37.738434,-122.468438,"{'longitude': '-122.468438', 'latitude': '37.738434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155863810.0,69217_20160615,2016-06-15T00:00:00.000,88.0,Routine - Unscheduled,69217_20160615_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,40.0,8.0,4.0,1.0,59.0,41.0
15095,62000,Cafe Encore,488 Post St,San Francisco,CA,94109,37.788128,-122.409705,"{'longitude': '-122.409705', 'latitude': '37.788128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155436549.0,62000_20170803,2017-08-03T00:00:00.000,96.0,Routine - Unscheduled,62000_20170803_103141,Improper food labeling or menu misrepresentation,Low Risk,21.0,1.0,10.0,5.0,28852.0,21.0
15114,4922,EL FARO,2399 FOLSOM St,San Francisco,CA,94110,37.759054,-122.414656,"{'longitude': '-122.414656', 'latitude': '37.759054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155648090.0,4922_20160519,2016-05-19T00:00:00.000,92.0,Routine - Unscheduled,4922_20160519_103131,Moderate risk vermin infestation,Moderate Risk,19.0,4.0,7.0,2.0,28859.0,20.0
15126,1274,MORNING DUE,3698 17th St,San Francisco,CA,94104,37.762939,-122.428473,"{'longitude': '-122.428473', 'latitude': '37.762939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155627156.0,1274_20180809,2018-08-09T00:00:00.000,86.0,Routine - Unscheduled,1274_20180809_103145,Improper storage of equipment utensils or linens,Low Risk,3.0,4.0,5.0,8.0,28862.0,5.0
15130,7214,SUN FAT SEAFOOD,2687 MISSION St,San Francisco,CA,94110,37.754094,-122.418586,"{'longitude': '-122.418586', 'latitude': '37.754094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155289339.0,7214_20180726,2018-07-26T00:00:00.000,87.0,Routine - Unscheduled,7214_20180726_103142,Unclean nonfood contact surfaces,Low Risk,19.0,4.0,7.0,2.0,28859.0,20.0
15134,5815,ALVARADO ELEMENTARY SCHOOL,625  DOUGLASS St,San Francisco,CA,94114,37.753684,-122.438696,"{'longitude': '-122.438696', 'latitude': '37.753684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155695695.0,5815_20160920,2016-09-20T00:00:00.000,96.0,Routine - Unscheduled,5815_20160920_103120,Moderate risk food holding temperature,Moderate Risk,22.0,4.0,5.0,2.0,28862.0,22.0
15135,5817,LAKESHORE ELEMENTARY SCHOOL,220 MIDDLEFIELD Dr,San Francisco,CA,94132,37.730637,-122.4861,"{'longitude': '-122.4861', 'latitude': '37.730637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155752825.0,5817_20180201,2018-02-01T00:00:00.000,94.0,Routine - Unscheduled,5817_20180201_103152,Unclean unmaintained or improperly constructed toilet facilities,Low Risk,14.0,8.0,4.0,1.0,64.0,16.0
15139,5907,LILIENTHAL ELEMENTARY SCHOOL,3630 DIVISADERO St,San Francisco,CA,94118,37.803537,-122.443547,"{'longitude': '-122.443547', 'latitude': '37.803537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155743516.0,5907_20181017,2018-10-17T00:00:00.000,96.0,Routine - Unscheduled,5907_20181017_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,17.0,9.0,1.0,13.0,57.0,13.0
15148,64380,Michael Mina Restaurant,252 California St,San Francisco,CA,94111,37.793338,-122.399583,"{'longitude': '-122.399583', 'latitude': '37.793338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155350791.0,64380_20180606,2018-06-06T00:00:00.000,83.0,Routine - Unscheduled,64380_20180606_103144,Unapproved or unmaintained equipment or utensils,Low Risk,6.0,1.0,10.0,4.0,28860.0,8.0
15161,10030,Marshall Elementary School,1575 15th St,San Francisco,CA,94103,37.766864,-122.419014,"{'longitude': '-122.419014', 'latitude': '37.766864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155246280.0,10030_20160902,2016-09-02T00:00:00.000,92.0,Routine - Unscheduled,10030_20160902_103157,Food safety certificate or food handler card not available,Low Risk,19.0,4.0,7.0,8.0,28853.0,20.0
15164,1636,AXUM,698 Haight St,San Francisco,CA,94117,37.771738,-122.433583,"{'longitude': '-122.433583', 'latitude': '37.771738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155257912.0,1636_20181003,2018-10-03T00:00:00.000,88.0,Routine - Unscheduled,1636_20181003_103144,Unapproved or unmaintained equipment or utensils,Low Risk,9.0,5.0,11.0,15.0,29492.0,3.0
15169,5908,SHERMAN ELEMENTARY SCHOOL,1651 UNION St,San Francisco,CA,94123,37.798243,-122.426167,"{'longitude': '-122.426167', 'latitude': '37.798243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155743530.0,5908_20170905,2017-09-05T00:00:00.000,92.0,Routine - Unscheduled,5908_20170905_103147,Inadequate ventilation or lighting,Low Risk,17.0,9.0,1.0,13.0,57.0,13.0
15173,35340,Cornerstone Academy,501 Cambridge St,San Francisco,CA,94134,37.724683,-122.41765,"{'longitude': '-122.41765', 'latitude': '37.724683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155585183.0,35340_20160920,2016-09-20T00:00:00.000,96.0,Routine - Unscheduled,35340_20160920_103139,Improper food storage,Low Risk,28.0,3.0,7.0,9.0,309.0,25.0
15174,4864,DRAGON CITY BAKERY & CAFE,2367 MISSION St,San Francisco,CA,94110,37.759174,-122.419066,"{'longitude': '-122.419066', 'latitude': '37.759174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155829718.0,4864_20180614,2018-06-14T00:00:00.000,83.0,Routine - Unscheduled,4864_20180614_103142,Unclean nonfood contact surfaces,Low Risk,19.0,4.0,7.0,2.0,28859.0,20.0
15175,3262,VILLA D'ESTE,2623 OCEAN Ave,San Francisco,CA,94132,37.731781,-122.47359,"{'longitude': '-122.47359', 'latitude': '37.731781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155330580.0,3262_20170323,2017-03-23T00:00:00.000,90.0,Routine - Unscheduled,3262_20170323_103156,Permit license or inspection report not posted,Low Risk,40.0,8.0,4.0,1.0,64.0,41.0
15179,5866,KING ELEMENTARY SCHOOL,1215 CAROLINA St,San Francisco,CA,94107,37.753196,-122.39939,"{'longitude': '-122.39939', 'latitude': '37.753196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155695797.0,5866_20180227,2018-02-27T00:00:00.000,96.0,Routine - Unscheduled,5866_20180227_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,29.0,3.0,8.0,10.0,28856.0,26.0
